flood_hazard_zone_tier,zone_cluster_id,platform,delivery_baseline_30d,income_baseline_weekly,enrollment_week,season_flag,open_meteo_7d_precip_probability,activity_consistency_score,tenure_discount_factor,historical_claim_rate_zone,weekly_premium
low,6,zomato,158.8,854.81,26,dry_season,0.5508,0.6703,0.85,0.078,49.0
medium,1,zomato,292.63,1648.36,5,heat,0.6522,0.8196,0.9297,0.1197,51.4
high,1,zomato,252.36,1592.7,10,heat,0.515,0.5668,0.9001,0.1865,50.23
low,1,zomato,280.45,1597.28,7,dry_season,0.2575,0.9094,0.9278,0.0738,49.89
high,3,swiggy,283.81,1848.43,50,NE_monsoon,0.3987,0.6103,0.85,0.2109,49.0
high,7,swiggy,344.9,2421.8,28,SW_monsoon,0.5862,0.5424,0.85,0.1634,50.21
low,3,swiggy,412.07,2532.68,51,NE_monsoon,0.4922,0.5285,0.85,0.0013,52.2
medium,9,zomato,215.47,1363.3,1,SW_monsoon,0.5648,0.9328,0.9898,0.0975,50.47
low,20,swiggy,180.66,1131.3,18,heat,0.5627,0.7654,0.85,0.0733,49.31
high,17,zomato,325.3,2328.51,35,SW_monsoon,0.1653,0.9445,0.85,0.1497,49.0
medium,2,zomato,292.96,1750.76,32,NE_monsoon,0.1188,0.7058,0.85,0.1229,52.05
medium,2,zomato,296.45,1802.81,51,heat,0.6552,0.8884,0.85,0.1532,49.51
medium,17,swiggy,230.25,1606.11,33,dry_season,0.5082,1.0,0.85,0.0972,49.0
medium,14,swiggy,288.53,1707.84,31,SW_monsoon,0.4933,0.6644,0.85,0.1262,51.27
low,4,swiggy,198.31,1089.6,43,NE_monsoon,0.0815,0.5332,0.85,0.1502,49.52
medium,15,zomato,213.77,1303.19,44,NE_monsoon,0.1806,0.6477,0.85,0.1311,49.55
medium,1,zomato,331.04,1687.16,25,heat,0.6532,0.4195,0.85,0.1218,49.0
high,11,zomato,340.12,2029.14,47,dry_season,0.7699,0.7232,0.85,0.2341,49.0
low,7,zomato,191.64,1138.67,25,NE_monsoon,0.8346,0.6957,0.85,0.0763,49.0
low,7,zomato,262.74,1425.58,11,NE_monsoon,0.5166,0.4759,0.8919,0.0968,49.0
high,11,zomato,250.17,1949.26,20,NE_monsoon,0.4444,0.8801,0.85,0.2217,54.32
high,5,zomato,262.56,1775.3,52,NE_monsoon,0.6657,0.7554,0.85,0.1534,49.0
high,7,zomato,184.08,1210.64,6,heat,0.555,0.7456,0.9402,0.1731,49.0
medium,16,zomato,355.49,2029.99,14,NE_monsoon,0.5102,0.659,0.8818,0.0975,51.79
medium,12,swiggy,268.36,1678.1,36,NE_monsoon,0.7505,0.4807,0.85,0.1691,49.0
low,12,zomato,351.62,1848.53,43,SW_monsoon,0.1355,0.7514,0.85,0.0491,49.0
high,11,zomato,276.13,2309.99,49,NE_monsoon,0.722,0.7654,0.85,0.1984,49.0
low,5,zomato,239.31,1447.38,36,NE_monsoon,0.9336,0.9246,0.85,0.0968,52.9
low,7,zomato,361.57,2131.71,20,NE_monsoon,0.1019,0.7475,0.85,0.0335,49.0
medium,8,swiggy,278.52,1656.81,49,SW_monsoon,0.8697,0.7354,0.85,0.0585,50.14
high,1,zomato,425.3,3102.41,20,heat,0.1708,0.7096,0.85,0.1851,50.33
low,1,zomato,302.92,1865.01,36,SW_monsoon,0.4969,0.4972,0.85,0.1132,49.88
medium,12,zomato,255.7,1943.31,46,SW_monsoon,0.1662,0.8498,0.85,0.1252,49.36
low,6,swiggy,269.78,1388.92,5,dry_season,0.5149,0.7203,0.9346,0.0374,52.56
low,4,zomato,281.61,1456.51,29,SW_monsoon,0.242,0.7364,0.85,0.0846,51.88
low,14,zomato,218.28,1407.25,40,dry_season,0.5521,0.4422,0.85,0.1008,49.15
medium,2,zomato,327.69,2130.44,45,heat,0.2866,0.3431,0.85,0.148,54.02
medium,3,swiggy,221.34,1342.85,19,heat,0.237,0.5882,0.85,0.1234,49.0
low,7,swiggy,234.42,1610.79,34,heat,0.3398,0.6767,0.85,0.0851,49.0
low,10,zomato,245.02,1296.14,26,heat,0.5195,0.4086,0.85,0.1145,49.0
low,1,zomato,283.17,1680.51,24,NE_monsoon,0.452,0.655,0.85,0.0956,49.0
high,11,zomato,194.68,1319.32,30,SW_monsoon,0.5919,0.8308,0.85,0.1497,52.77
low,18,zomato,298.16,1785.91,5,SW_monsoon,0.3093,0.7833,0.9345,0.1233,49.19
low,2,swiggy,235.55,1411.3,9,SW_monsoon,0.0781,0.8068,0.9185,0.0657,49.0
medium,13,swiggy,313.99,1887.81,45,heat,0.5191,0.7068,0.85,0.144,50.87
low,19,zomato,268.44,1624.69,26,SW_monsoon,0.1415,0.6944,0.85,0.106,51.09
medium,19,zomato,164.25,1049.91,21,NE_monsoon,0.2735,0.5532,0.85,0.1312,49.0
medium,14,zomato,349.61,2376.72,46,SW_monsoon,0.8415,0.6782,0.85,0.1327,50.79
low,4,zomato,214.78,1415.58,1,NE_monsoon,0.2319,0.5005,0.9891,0.0894,49.0
medium,8,zomato,303.33,2056.78,10,SW_monsoon,0.1266,0.925,0.9067,0.1255,49.01
medium,18,swiggy,261.52,1569.91,25,heat,0.4053,0.8724,0.85,0.1308,49.0
low,4,swiggy,175.15,1166.59,35,heat,0.4223,0.7645,0.85,0.0952,53.93
low,10,zomato,261.32,1481.64,3,SW_monsoon,0.4881,0.7758,0.9564,0.0719,49.0
high,6,zomato,289.55,2110.64,30,SW_monsoon,0.3722,0.5821,0.85,0.2078,50.89
low,2,zomato,379.96,2258.47,21,SW_monsoon,0.6547,0.6971,0.85,0.1006,49.0
medium,2,swiggy,261.76,1574.33,14,NE_monsoon,0.2369,0.5837,0.8627,0.1073,49.0
high,7,swiggy,268.68,1798.88,25,dry_season,0.1825,0.5778,0.85,0.2188,49.0
high,2,swiggy,306.77,2158.85,21,NE_monsoon,0.0148,0.8086,0.85,0.1361,49.0
low,15,zomato,349.85,2056.89,52,NE_monsoon,0.1891,0.5734,0.85,0.0633,51.13
high,1,zomato,260.62,1925.98,17,heat,0.5715,1.0,0.85,0.1997,49.0
medium,15,swiggy,263.13,1770.53,33,SW_monsoon,0.2071,0.8173,0.85,0.124,49.0
low,2,zomato,255.44,1490.46,7,heat,0.5978,0.988,0.9264,0.0913,49.0
low,9,swiggy,225.19,1469.21,19,NE_monsoon,0.7426,0.473,0.85,0.0908,52.51
high,7,zomato,220.26,1582.61,4,dry_season,0.8734,0.677,0.9504,0.1714,49.0
low,17,zomato,157.65,969.82,37,dry_season,0.5773,0.7353,0.85,0.0789,51.01
high,11,swiggy,342.94,2363.05,28,dry_season,0.6869,0.7228,0.85,0.1559,49.0
high,1,zomato,265.22,1957.96,25,NE_monsoon,0.3476,0.4768,0.85,0.1623,49.0
high,8,swiggy,307.17,2228.63,18,NE_monsoon,0.3052,0.5561,0.85,0.1794,49.0
medium,2,zomato,227.08,1196.88,48,dry_season,0.6022,0.5301,0.85,0.0861,49.0
medium,15,zomato,193.82,1403.71,33,SW_monsoon,0.8833,0.7958,0.85,0.1151,49.2
low,17,zomato,289.45,1677.13,14,NE_monsoon,0.5598,0.6589,0.8822,0.0771,49.0
high,17,zomato,272.22,1772.67,18,NE_monsoon,0.6677,0.648,0.85,0.1798,50.12
medium,20,swiggy,229.45,1499.46,52,heat,0.7209,0.8354,0.85,0.1279,49.0
high,14,zomato,323.9,2577.69,7,SW_monsoon,0.3261,0.7117,0.9268,0.1996,49.98
low,14,zomato,348.53,2052.21,39,NE_monsoon,0.2347,0.8194,0.85,0.0873,49.4
high,14,swiggy,275.86,1760.09,17,heat,0.3646,0.8242,0.85,0.1898,50.49
high,2,zomato,221.84,1475.39,50,dry_season,0.3787,0.485,0.85,0.2084,49.0
medium,11,swiggy,322.24,2140.43,32,dry_season,0.521,0.864,0.85,0.1429,49.0
high,9,zomato,287.81,1915.5,13,heat,0.7515,0.71,0.8897,0.2106,50.39
low,3,zomato,235.92,1669.0,47,NE_monsoon,0.4592,0.6995,0.85,0.11,49.0
low,7,zomato,124.17,795.29,13,SW_monsoon,0.2743,0.5336,0.888,0.0427,49.3
medium,9,swiggy,118.98,842.69,27,dry_season,0.423,0.7353,0.85,0.1054,49.0
high,1,swiggy,308.37,2169.75,36,heat,0.1629,0.5494,0.85,0.1973,49.0
high,19,swiggy,301.13,2031.12,14,SW_monsoon,0.2417,1.0,0.8643,0.1507,49.0
low,16,zomato,366.7,2321.79,8,NE_monsoon,0.4398,0.8304,0.9326,0.1204,50.74
medium,20,zomato,301.35,1921.73,36,SW_monsoon,0.4179,0.8801,0.85,0.1743,50.7
medium,16,swiggy,289.69,1868.83,9,dry_season,0.3993,0.6635,0.9171,0.0857,49.0
high,16,swiggy,347.57,2431.25,5,heat,0.1993,0.7109,0.9422,0.2085,49.0
low,10,zomato,226.58,1275.92,6,NE_monsoon,0.7138,0.6114,0.9219,0.1294,50.42
high,18,swiggy,292.05,2143.56,29,heat,0.7517,0.6855,0.85,0.1702,49.0
medium,3,swiggy,269.23,1874.33,22,heat,0.6132,0.8345,0.85,0.1273,49.0
low,5,swiggy,231.53,1418.86,18,NE_monsoon,0.5394,0.622,0.85,0.0281,49.16
high,11,swiggy,134.35,1007.27,35,NE_monsoon,0.3447,0.5014,0.85,0.1792,49.0
low,16,zomato,310.71,1677.67,11,heat,0.6424,0.6761,0.8895,0.0371,49.0
high,17,zomato,291.18,2086.66,13,NE_monsoon,0.6373,0.8142,0.863,0.1486,50.91
medium,15,zomato,242.03,1510.06,49,NE_monsoon,0.3653,0.768,0.85,0.0706,51.66
low,11,zomato,298.15,1939.29,47,heat,0.7366,0.6934,0.85,0.073,49.0
medium,17,zomato,303.43,2006.34,15,dry_season,0.7007,0.4389,0.8675,0.1282,49.16
low,1,zomato,293.25,1721.52,1,NE_monsoon,0.1785,0.6579,0.9667,0.09,51.31
high,18,swiggy,289.81,2129.95,25,dry_season,0.1084,0.8196,0.85,0.1804,49.0
medium,1,zomato,223.31,1416.13,18,NE_monsoon,0.4442,0.6946,0.85,0.1007,49.0
high,20,swiggy,255.18,1717.82,7,SW_monsoon,0.3739,0.417,0.9349,0.1395,49.0
medium,17,swiggy,274.84,2025.23,2,SW_monsoon,0.1898,0.8447,0.974,0.1435,49.59
medium,2,zomato,346.46,2151.83,16,heat,0.083,0.7662,0.8609,0.0858,49.0
high,3,swiggy,194.16,1255.19,38,SW_monsoon,0.6489,0.6458,0.85,0.1878,49.0
medium,14,zomato,247.16,1468.55,10,NE_monsoon,0.2711,0.7055,0.9136,0.166,49.0
low,7,zomato,227.8,1270.08,34,NE_monsoon,0.3721,0.6944,0.85,0.1292,50.06
low,3,zomato,263.69,1469.62,22,NE_monsoon,0.4882,0.8113,0.85,0.063,49.0
medium,2,zomato,390.53,2474.18,23,heat,0.1705,0.7177,0.85,0.1524,52.19
low,5,zomato,227.43,1379.59,26,SW_monsoon,0.7125,0.9285,0.85,0.0875,49.58
high,8,swiggy,226.35,1476.7,13,heat,0.0957,0.7175,0.8688,0.1985,51.5
medium,16,swiggy,90.0,583.1,16,heat,0.1535,0.9005,0.85,0.1278,49.0
medium,20,zomato,282.91,1724.15,5,NE_monsoon,0.7386,0.8188,0.944,0.1328,49.0
medium,20,zomato,355.62,2623.41,40,NE_monsoon,0.5077,0.5079,0.85,0.172,49.51
high,9,swiggy,312.79,2500.41,15,NE_monsoon,0.6134,0.6605,0.85,0.1753,49.6
high,17,zomato,289.14,2173.51,41,NE_monsoon,0.4525,0.8935,0.85,0.1884,53.19
high,16,swiggy,314.1,2123.82,50,NE_monsoon,0.6291,0.6568,0.85,0.1913,49.0
medium,1,swiggy,213.59,1453.26,18,NE_monsoon,0.6229,0.688,0.85,0.1317,49.0
medium,8,zomato,312.06,1904.38,52,dry_season,0.5545,0.5794,0.85,0.1402,51.44
medium,13,swiggy,305.95,1914.14,47,heat,0.1562,0.8488,0.85,0.108,49.0
medium,11,zomato,285.64,1989.81,3,NE_monsoon,0.4358,0.9781,0.9466,0.1127,49.86
low,3,zomato,304.76,2001.14,29,NE_monsoon,0.6874,0.5579,0.85,0.1065,49.67
medium,18,swiggy,281.43,1633.31,3,heat,0.4852,0.501,0.9548,0.0946,49.78
low,4,swiggy,167.9,913.5,26,SW_monsoon,0.4229,0.672,0.85,0.0627,49.11
low,12,zomato,293.1,1626.47,23,NE_monsoon,0.6782,0.7573,0.85,0.0893,49.7
low,14,zomato,327.74,2045.99,50,NE_monsoon,0.3519,0.7765,0.85,0.0082,49.52
medium,12,zomato,400.01,2939.89,16,NE_monsoon,0.7503,0.9154,0.8618,0.166,49.0
medium,1,zomato,263.64,1654.36,20,dry_season,0.319,0.4923,0.85,0.0915,49.0
high,3,swiggy,339.71,2268.18,40,heat,0.3633,0.7375,0.85,0.2427,49.0
medium,11,zomato,157.98,983.6,39,dry_season,0.7518,0.7043,0.85,0.0721,49.0
high,1,zomato,259.43,1868.96,38,heat,0.3257,0.594,0.85,0.174,52.68
medium,16,zomato,259.71,1742.07,6,NE_monsoon,0.3227,0.7553,0.9302,0.1311,49.44
low,4,zomato,179.55,1005.48,31,SW_monsoon,0.5025,0.6146,0.85,0.1333,49.0
medium,6,swiggy,214.26,1380.91,45,heat,0.5087,0.542,0.85,0.1456,49.0
low,18,zomato,222.71,1511.25,3,NE_monsoon,0.227,0.511,0.9623,0.0502,52.57
low,9,zomato,275.61,1674.26,41,NE_monsoon,0.6376,0.6619,0.85,0.0952,49.0
high,11,zomato,383.0,2697.02,26,NE_monsoon,0.641,0.6868,0.85,0.1967,50.27
medium,11,swiggy,384.7,2630.8,41,heat,0.3454,0.7821,0.85,0.1192,50.41
medium,15,swiggy,275.01,1714.29,40,NE_monsoon,0.1226,0.8035,0.85,0.1118,49.62
high,15,swiggy,272.43,1690.95,38,dry_season,0.7472,0.6657,0.85,0.1564,50.8
high,10,swiggy,166.8,1210.17,12,dry_season,0.3262,0.7795,0.8962,0.184,49.0
low,13,zomato,278.74,1696.87,40,SW_monsoon,0.5157,0.7659,0.85,0.0712,50.18
medium,1,zomato,303.29,1915.11,23,heat,0.5368,0.8054,0.85,0.068,49.77
low,4,swiggy,405.87,2295.77,46,NE_monsoon,0.1149,0.724,0.85,0.1251,49.0
medium,14,swiggy,323.59,2071.89,15,NE_monsoon,0.6026,0.5385,0.8589,0.1478,49.0
low,9,zomato,363.37,2153.53,6,dry_season,0.4143,0.4807,0.9316,0.0833,54.12
medium,4,swiggy,303.83,1697.38,10,NE_monsoon,0.8626,0.6929,0.8993,0.1027,49.0
medium,2,zomato,281.14,1802.27,44,heat,0.5383,0.8299,0.85,0.092,49.0
medium,2,zomato,264.15,1616.96,20,heat,0.4738,0.6035,0.85,0.0602,50.54
medium,3,swiggy,330.22,1926.18,8,dry_season,0.7828,0.6168,0.9078,0.0806,52.53
low,11,zomato,360.58,2118.36,43,heat,0.4386,0.7857,0.85,0.1221,49.0
low,5,zomato,224.7,1322.21,1,SW_monsoon,0.428,0.7645,0.9871,0.1251,53.52
medium,1,zomato,254.85,1815.38,13,NE_monsoon,0.6824,0.9366,0.8912,0.1309,51.89
low,3,zomato,176.6,860.63,11,SW_monsoon,0.8467,0.7745,0.8814,0.0975,49.0
high,5,swiggy,408.82,2581.01,26,dry_season,0.1236,0.6951,0.85,0.1872,52.4
medium,2,swiggy,204.06,1346.01,51,dry_season,0.2619,0.7448,0.85,0.0882,49.0
medium,13,zomato,356.43,2231.82,35,NE_monsoon,0.7369,0.7594,0.85,0.1214,49.16
high,4,zomato,252.16,1703.19,11,dry_season,0.6295,0.8679,0.8928,0.1815,50.04
medium,1,swiggy,264.77,1774.49,2,SW_monsoon,0.5589,1.0,0.9682,0.0816,50.81
medium,2,zomato,268.93,1671.41,40,SW_monsoon,0.323,0.7078,0.85,0.1126,57.0
medium,14,zomato,394.49,2603.98,1,heat,0.2775,0.888,0.9761,0.1307,50.99
high,17,zomato,253.35,1743.53,41,NE_monsoon,0.5247,0.6278,0.85,0.1624,50.5
low,4,swiggy,303.9,1597.86,6,SW_monsoon,0.3456,0.7404,0.922,0.0695,49.93
high,17,swiggy,197.99,1425.28,22,SW_monsoon,0.5237,0.7269,0.85,0.1839,52.06
medium,5,zomato,270.06,1817.98,22,dry_season,0.2682,0.7318,0.85,0.1406,49.0
high,9,swiggy,289.02,2279.47,32,SW_monsoon,0.7805,0.7506,0.85,0.2359,49.0
high,10,swiggy,329.91,2021.13,16,SW_monsoon,0.6906,0.5892,0.85,0.218,49.0
medium,17,swiggy,199.33,1173.93,39,NE_monsoon,0.8089,0.6565,0.85,0.1637,51.06
high,11,zomato,194.04,1244.76,36,SW_monsoon,0.4302,0.6409,0.85,0.1843,50.93
medium,9,zomato,349.35,2350.62,16,NE_monsoon,0.3762,0.9617,0.85,0.1432,49.0
high,12,zomato,241.34,1815.77,37,SW_monsoon,0.7442,0.753,0.85,0.2042,49.0
high,20,zomato,222.31,1632.6,16,NE_monsoon,0.1712,0.9235,0.85,0.1445,49.0
medium,20,swiggy,366.31,2285.24,48,dry_season,0.1253,0.8902,0.85,0.1028,49.0
low,2,zomato,313.51,1732.13,30,SW_monsoon,0.2582,0.4807,0.85,0.0716,52.23
low,14,swiggy,337.1,1855.61,13,heat,0.4262,0.6674,0.8787,0.0353,49.42
high,4,zomato,197.86,1324.46,24,NE_monsoon,0.0736,0.7547,0.85,0.1551,51.99
low,5,zomato,389.15,2611.44,22,dry_season,0.4615,0.8577,0.85,0.0928,58.09
medium,11,swiggy,323.86,2075.6,50,SW_monsoon,0.5033,0.6852,0.85,0.1175,49.0
medium,7,zomato,308.07,2047.9,16,dry_season,0.4328,0.4787,0.8515,0.1003,49.1
low,20,zomato,345.48,2032.33,17,heat,0.2206,0.7259,0.85,0.1218,49.93
low,12,swiggy,342.03,1993.74,33,SW_monsoon,0.1676,0.8609,0.85,0.0,49.0
low,7,zomato,238.53,1387.66,39,heat,0.387,0.6213,0.85,0.1375,52.66
low,6,zomato,128.82,721.75,40,SW_monsoon,0.664,0.7154,0.85,0.0384,49.0
medium,20,zomato,430.53,3227.13,27,NE_monsoon,0.2345,0.9104,0.85,0.1422,49.28
medium,8,zomato,331.4,2089.18,44,heat,0.3839,0.5479,0.85,0.1088,50.9
low,2,zomato,218.02,1219.18,10,NE_monsoon,0.5031,0.7874,0.8943,0.0376,49.0
high,19,zomato,349.97,2408.16,48,NE_monsoon,0.2357,0.8584,0.85,0.185,49.39
high,7,swiggy,270.81,1883.66,30,SW_monsoon,0.3469,1.0,0.85,0.2262,49.0
medium,18,zomato,249.87,1463.14,22,dry_season,0.257,0.624,0.85,0.1061,49.41
medium,11,zomato,323.17,2228.1,19,NE_monsoon,0.7874,0.7336,0.85,0.1133,52.6
medium,9,zomato,403.75,2697.12,7,heat,0.679,0.747,0.9135,0.1267,49.0
high,17,swiggy,180.03,1243.08,30,NE_monsoon,0.2203,0.6299,0.85,0.2423,49.0
high,13,swiggy,260.63,1856.64,44,SW_monsoon,0.3961,0.6114,0.85,0.1457,50.34
high,8,zomato,267.74,1980.11,43,NE_monsoon,0.6325,0.6161,0.85,0.1633,53.18
medium,9,zomato,339.12,2268.59,45,SW_monsoon,0.1624,0.8722,0.85,0.1083,49.0
medium,12,swiggy,276.71,1597.89,39,SW_monsoon,0.5015,0.8276,0.85,0.0925,54.58
medium,14,swiggy,292.0,1853.71,7,NE_monsoon,0.6395,0.7643,0.9333,0.1593,51.43
low,17,swiggy,288.95,1685.3,27,SW_monsoon,0.4353,0.6273,0.85,0.0584,49.59
medium,19,swiggy,219.05,1453.38,14,NE_monsoon,0.1122,0.8235,0.8571,0.0966,49.0
high,18,swiggy,244.7,1772.02,9,SW_monsoon,0.504,0.7399,0.8985,0.1716,50.28
high,3,zomato,350.24,2429.25,12,dry_season,0.4766,0.7105,0.8793,0.1236,50.37
high,16,zomato,278.04,2055.67,25,dry_season,0.2555,0.8041,0.85,0.1834,49.46
medium,16,zomato,332.95,1952.87,24,heat,0.3622,0.7142,0.85,0.1314,51.31
medium,17,zomato,238.2,1387.26,2,NE_monsoon,0.3297,0.7762,0.9629,0.0951,49.0
medium,11,zomato,343.89,2297.08,30,dry_season,0.2149,0.8205,0.85,0.116,49.0
medium,14,zomato,295.54,1780.92,49,NE_monsoon,0.5529,0.8012,0.85,0.137,54.59
low,7,swiggy,322.97,1969.95,11,NE_monsoon,0.392,0.7632,0.8806,0.1131,49.0
medium,13,swiggy,237.16,1579.55,48,dry_season,0.3293,0.9389,0.85,0.1005,56.0
low,16,swiggy,376.57,2299.03,15,NE_monsoon,0.2341,0.9166,0.8532,0.0663,49.0
high,1,zomato,256.57,1797.77,40,SW_monsoon,0.923,0.7534,0.85,0.1756,51.33
low,1,swiggy,275.28,1729.94,1,dry_season,0.7318,0.8173,0.9698,0.0741,49.0
low,8,zomato,249.97,1429.26,46,SW_monsoon,0.3221,0.6234,0.85,0.129,49.0
medium,10,zomato,298.04,1882.36,47,SW_monsoon,0.8381,0.6758,0.85,0.0954,49.0
low,15,swiggy,303.94,1896.74,12,dry_season,0.4543,0.6457,0.8819,0.0686,49.52
low,3,zomato,278.67,1956.88,42,NE_monsoon,0.7473,0.6343,0.85,0.1096,50.77
high,17,swiggy,326.14,2212.15,37,SW_monsoon,0.3451,0.592,0.85,0.1912,49.0
low,14,zomato,241.43,1200.3,19,SW_monsoon,0.7977,0.6836,0.85,0.0455,49.0
high,19,zomato,260.58,1709.75,9,SW_monsoon,0.3573,1.0,0.896,0.1854,52.66
medium,12,swiggy,335.27,2330.18,22,dry_season,0.3751,0.8078,0.85,0.0916,49.0
medium,10,zomato,240.46,1555.41,11,heat,0.8614,0.6314,0.9002,0.1187,50.18
high,8,zomato,453.07,3117.21,39,dry_season,0.6062,0.5286,0.85,0.1355,49.0
medium,2,zomato,377.6,2208.88,32,NE_monsoon,0.4633,0.8169,0.85,0.0966,49.82
high,18,zomato,221.95,1605.03,11,dry_season,0.5956,0.5773,0.9077,0.1825,49.27
medium,5,zomato,256.02,1641.25,13,heat,0.5804,0.6816,0.8765,0.078,49.0
high,17,zomato,333.8,2161.97,2,dry_season,0.3931,0.9333,0.9815,0.1713,51.46
high,19,zomato,269.69,2024.02,7,NE_monsoon,0.3697,0.8871,0.9213,0.1894,50.52
medium,4,zomato,252.33,1761.26,50,NE_monsoon,0.4069,0.8831,0.85,0.0976,49.0
high,7,zomato,280.57,2048.52,46,dry_season,0.2408,0.7747,0.85,0.1431,53.34
low,7,swiggy,322.45,1964.56,5,NE_monsoon,0.3819,0.6864,0.9399,0.048,49.0
low,4,zomato,340.47,1980.88,22,dry_season,0.7172,0.8083,0.85,0.1286,49.0
low,7,swiggy,306.7,1793.1,10,heat,0.7898,0.842,0.9109,0.1064,52.25
high,3,zomato,306.4,2495.62,13,dry_season,0.3473,0.9041,0.8759,0.2205,51.17
medium,3,zomato,408.48,2636.96,23,heat,0.3663,0.6723,0.85,0.1685,51.52
medium,19,zomato,272.7,1861.78,2,NE_monsoon,0.3518,0.6566,0.9721,0.0904,49.0
high,14,zomato,356.01,2578.08,27,NE_monsoon,0.6243,0.7798,0.85,0.144,49.0
medium,9,zomato,297.97,1714.65,18,heat,0.3673,0.7409,0.85,0.1536,49.0
high,13,swiggy,147.62,958.53,36,dry_season,0.6262,1.0,0.85,0.2069,49.0
high,4,zomato,271.53,2089.4,17,NE_monsoon,0.3936,0.6063,0.8575,0.1683,49.0
high,18,swiggy,373.05,2665.88,29,SW_monsoon,0.903,0.5187,0.85,0.1966,49.0
low,9,zomato,183.72,1039.77,17,dry_season,0.2793,0.3499,0.8583,0.0863,49.47
low,4,zomato,335.79,2054.25,14,NE_monsoon,0.3567,0.7057,0.8582,0.0515,49.0
high,18,zomato,314.6,2302.42,9,SW_monsoon,0.6251,0.8219,0.8959,0.2342,49.0
low,16,zomato,272.03,1492.01,3,NE_monsoon,0.5089,0.7347,0.9575,0.0392,51.29
low,17,zomato,320.15,1996.75,3,NE_monsoon,0.1438,0.6962,0.9646,0.1137,51.11
high,10,zomato,224.27,1682.86,21,dry_season,0.5225,0.5548,0.85,0.2132,49.0
high,3,zomato,241.6,1703.0,33,SW_monsoon,0.6712,0.6198,0.85,0.2448,49.0
high,19,swiggy,395.93,2650.17,25,heat,0.3236,0.5962,0.85,0.1451,50.32
medium,5,zomato,385.87,2611.15,44,dry_season,0.126,0.5811,0.85,0.0827,52.91
high,18,zomato,265.56,2000.78,6,SW_monsoon,0.2224,0.8315,0.9388,0.182,52.29
high,1,zomato,301.16,2190.62,16,NE_monsoon,0.5413,0.5623,0.8618,0.173,49.82
low,2,swiggy,226.52,1365.65,7,NE_monsoon,0.6009,0.7021,0.9337,0.0485,50.18
low,5,swiggy,321.36,2099.43,52,SW_monsoon,0.4077,0.8828,0.85,0.0932,49.0
low,5,zomato,293.86,1732.99,28,heat,0.3718,0.6302,0.85,0.0379,50.1
medium,17,zomato,318.86,1985.73,47,dry_season,0.2765,0.8538,0.85,0.1316,49.0
low,9,swiggy,259.18,1513.22,9,NE_monsoon,0.7094,0.7463,0.9007,0.0492,50.86
medium,5,zomato,378.96,2220.51,10,heat,0.5693,0.9009,0.9127,0.1252,49.0
medium,2,zomato,290.86,1777.07,27,heat,0.6152,0.5162,0.85,0.0922,52.19
medium,15,zomato,285.45,2091.91,6,NE_monsoon,0.4234,0.5883,0.946,0.0966,49.0
medium,3,zomato,265.18,1410.62,25,NE_monsoon,0.6419,0.9172,0.85,0.1157,51.66
high,14,swiggy,249.61,1936.18,48,heat,0.4205,0.9666,0.85,0.155,49.0
low,12,zomato,247.08,1402.65,11,heat,0.5211,0.9219,0.8804,0.1552,51.02
medium,11,zomato,291.52,2046.71,38,heat,0.5062,0.6674,0.85,0.1077,49.0
low,15,zomato,264.23,1533.38,43,SW_monsoon,0.3739,0.7782,0.85,0.0634,52.56
medium,13,zomato,259.34,1838.43,38,NE_monsoon,0.6633,0.758,0.85,0.1543,49.0
medium,11,zomato,343.93,2194.89,45,heat,0.2905,0.9598,0.85,0.0997,49.0
low,7,zomato,408.28,2275.61,14,dry_season,0.561,0.7945,0.8799,0.0871,51.87
low,8,swiggy,346.66,1905.3,24,NE_monsoon,0.4344,0.554,0.85,0.0548,49.0
medium,4,zomato,262.42,1699.14,50,NE_monsoon,0.6123,0.5216,0.85,0.0966,49.0
high,20,swiggy,361.75,2458.85,49,NE_monsoon,0.2997,0.9695,0.85,0.1304,49.04
low,19,swiggy,264.71,1429.95,42,NE_monsoon,0.5356,0.569,0.85,0.0308,49.0
low,20,swiggy,240.09,1518.16,34,NE_monsoon,0.5122,0.8885,0.85,0.1349,51.5
medium,11,swiggy,281.69,1777.19,34,SW_monsoon,0.2813,0.7005,0.85,0.1209,50.62
high,20,zomato,220.17,1784.15,45,NE_monsoon,0.7368,0.7618,0.85,0.1387,49.0
medium,12,zomato,301.0,1705.92,39,heat,0.5176,0.7819,0.85,0.1027,49.0
medium,9,zomato,195.04,1191.93,29,NE_monsoon,0.3339,0.637,0.85,0.1405,54.6
high,5,swiggy,370.07,2592.18,37,NE_monsoon,0.811,0.7952,0.85,0.1663,49.0
high,17,zomato,310.03,2266.83,1,SW_monsoon,0.3566,0.6225,0.9859,0.183,50.29
low,8,swiggy,243.92,1419.17,17,SW_monsoon,0.0581,0.7534,0.85,0.0299,51.53
medium,7,zomato,256.33,1809.67,22,NE_monsoon,0.3089,0.6958,0.85,0.1222,50.25
high,3,zomato,340.48,2330.56,51,dry_season,0.1399,0.7874,0.85,0.2218,50.34
medium,18,zomato,243.41,1524.37,40,heat,0.3145,0.6555,0.85,0.1434,49.0
low,17,zomato,317.22,1997.24,4,NE_monsoon,0.616,0.6684,0.951,0.075,51.57
medium,4,swiggy,352.94,2437.58,48,dry_season,0.2936,0.6947,0.85,0.1054,49.0
